product_id,title,publisher,developer,short_description,category,original_release_date,gamepass_added_date,rating_7_days_count,rating_30_days_count,rating_alltime_count,rating_7_days_avg,rating_30_days_avg,rating_alltime_avg,Rating_play_count_7_days,Rating_play_count_30_days,Rating_play_count_alltime,has_gamepass_remediation,current_price
BQSCNS1T8PHQ,Dead Cells,Motion Twin,Motion Twin,"Dead Cells puts you in control of a failed alchemic experiment trying to figure out what's happening on a sprawling, ever-changing and seemingly cursed Island. Tough but fair combat, responsive controls, challenging foes, permadeath and of course, the emergency panic roll to get you out of trouble, make for a demanding, visceral and cathartic action game.",Unknown,2018-08-07 00:00:00+00:00,,3,24,4845,3.7,4.5,4.6,0.0,0.0,0.0,True,12.49
C2B4T86TXLRS,The Bard's Tale IV: Director's Cut,"inXile entertainment, inc. ","inXile entertainment, inc. ","The Bard's Tale IV: Director’s Cut is the triumphant return of one of the most iconic RPG series of all-time. Delve into a tactically rich combat system that rewards creativity, solve puzzles to gain treasure and advantages, and discover a beautifully crafted world.",Unknown,2019-08-27 15:00:00+00:00,,2,3,1027,3.5,3.0,3.3,0.0,0.0,0.0,True,7.99
9NJWTJSVGVLJ,Age of Empires Definitive Edition,Xbox Game Studios,"World's Edge, Forgotten Empires","Age of Empires, the pivotal real-time strategy game that launched a 20-year legacy returns with modernized gameplay, all-new 4K visuals, 8-person multiplayer battles and a host of other new features.  Welcome back to history.",Unknown,2019-08-19 15:00:00+00:00,,3,14,3963,3.7,3.9,3.7,0.0,0.0,0.0,True,4.99
9NXQPGMR917R,Stellaris,Paradox Interactive,Paradox Development Studio,"Explore a galaxy full of wonders in this sci-fi grand strategy game from Paradox Development Studios. Interact with diverse alien races, discover strange new worlds with unexpected events and expand the reach of your empire. Each new adventure holds almost limitless possibilities.",Unknown,2019-10-09 15:00:00+00:00,,3,10,1699,3.7,3.7,3.5,0.0,0.0,0.0,True,39.99
9P6W46XMDJM5,Slay The Spire,Humble Games,MegaCrit,"We fused card games and roguelikes together to make the best single player deckbuilder we could. Craft a unique deck, encounter bizarre creatures, discover relics of immense power, and Slay the Spire!",Unknown,2019-08-14 00:00:00+00:00,,3,12,2793,5.0,4.7,4.5,0.0,0.0,0.0,True,6.24
9MVN4ND41DD3,The Bard's Tale Trilogy,"inXile entertainment, Inc. ",Krome Studios,"Experience the events that led to The Bard’s Tale IV: Barrows Deep and The Mage’s Tale! The Bard's Tale Trilogy is a remastering of the classic 1980s series, one of the godfathers of the RPG genre. Create an adventuring party in the first volume and play it across all three, creating a heroic story all your own! ",Unknown,2019-08-13 13:00:00+00:00,,0,0,606,0.0,0.0,3.9,0.0,0.0,0.0,True,3.74
C2HDBXXNXT7R,Killer Instinct 2 Classic,Microsoft Studios,Code Mystics,"Killer Instinct 2 Classic is included in the Season 2 Ultra Edition bundle.  To play KI 2 Classic, you must purchase Season 2 Ultra Edition. 
Killer Instinct 2 Classic is a complete port of the original arcade hit from 1996.  This enhanced version for Xbox One features competitive multiplayer over Xbox LIVE, an enhanced training & practice mode, and achievements.",Unknown,2014-09-23 00:00:00+00:00,,1,2,1703,5.0,5.0,4.0,0.0,0.0,0.0,False,0.0
BX8FPDDRCLWT,Killer Instinct Classic,Microsoft Studios,Code Mystics,"The smash arcade classic returns in all its glory! Shadowy conglomerate Ultratech has organized a merciless fighting tournament of unprecedented scope and brutality. Lured by Ultratech’s promises or driven by their own motives, fighters from all over the world have gathered to compete, including a mysterious warrior monk, a disgraced heavyweight boxing champion, a convict made of living flame, and the reanimated skeleton of an ancient warrior.  Who among them has a true Killer Instinct?",Unknown,2013-11-22 00:00:00+00:00,,3,6,3364,5.0,4.5,4.3,0.0,0.0,0.0,False,0.0
9N04NS8TP202,Killer Instinct: Anniversary Edition,Xbox Game Studios,Iron Galaxy,Killer Instinct is the ultimate fighting game for Xbox!  Experience 4K visuals and 60 FPS on Xbox Series X and Compatible PCs. Enjoy improved matchmaking and cross-play with Windows 11 PC. Fight on!,Unknown,2023-11-28 16:00:00+00:00,,0,1,131,0.0,1.0,4.1,0.0,0.0,0.0,True,8.99
9PDV8FKWP3B4,Middle-earth™: Shadow of War™,Warner Bros. Games,Monolith Productions,"Experience an epic open-world brought to life by the award-winning Nemesis System.  Forge a new Ring of Power, conquer Fortresses in massive battles and dominate Mordor with your personal orc army in Middle-earth™: Shadow of War™.",Unknown,2017-10-10 04:00:00+00:00,,7,44,4711,3.9,3.3,4.1,0.0,0.0,0.0,True,49.99
BQND4NQXFFV2,Torment: Tides of Numenera,Xbox Game Studios,inXile Entertainment,"Explore Earth one billion years in the future in the science-fantasy setting of Numenera. Discover the Ninth World built on the bones of extinct, hyper-advanced civilizations and leave your own mark on it. Make thousands of essential choices, face the consequences, and meet death incarnated as you seek the answer to the ultimate question: What does one life matter?",Unknown,2017-02-28 00:00:00+00:00,,2,4,948,4.0,3.8,3.4,0.0,0.0,0.0,True,8.74
C0SWGV4560W1,Perfect Dark,Microsoft Studios,4J Studios,"(Online Interactions Not Rated by the ESRB) Perfect Dark: Rare's classic sci-fi tale of firefights and first contact. First released in 2000, it comes to Xbox LIVE Arcade with all its established qualities bolstered by modernised visuals, extra framerate fluidity and the opportunity for global multiplayer shootouts. The continuing story of Agent Joanna Dark, following her early years as portrayed in Xbox 360 launch title Perfect Dark Zero.",Unknown,2010-03-17 00:00:00+00:00,,0,0,881,0.0,0.0,4.4,0.0,0.0,0.0,True,9.99
C22T53SQ7FLM,Rare Replay,Microsoft Studios,Rare,"Celebrate Rare’s 30th Anniversary with a jaw-dropping collection of 30 iconic games, lovingly presented for Xbox One. Tackle snapshot challenges and enjoy exclusive bonus features.",Unknown,2015-08-04 00:00:00+00:00,,0,2,7761,0.0,3.5,4.4,0.0,0.0,0.0,True,29.99
9NBLGGH43KZB,ASTRONEER,System Era Softworks,System Era Softworks,"Explore and reshape distant worlds! Astroneer is set during the 25th century Intergalactic Age of Discovery, where Astroneers explore the frontiers of outer space, risking their lives in harsh environments to unearth rare discoveries and unlock the mysteries of the universe.",Unknown,2019-02-06 00:00:00+00:00,,12,66,21766,2.9,3.7,3.9,0.0,0.0,0.0,True,29.99
BSLX1RNXR6H7,Batman™: Arkham Knight,Warner Bros. Games,Rocksteady Studios,"In Batman: Arkham Knight, the explosive finale to the Arkham series, Batman faces the ultimate threat against the city he is sworn to protect.",Unknown,2015-06-23 00:00:00+00:00,,29,122,35207,4.8,4.8,4.6,0.0,0.0,0.0,True,19.99
9WZDNCRFJBFJ,Halo: Spartan Strike,Microsoft Studios,,Halo: Spartan Strike makes you a new Spartan recruit battling evil forces in this touch-based top-down shooter. Be the Spartan and deny your foes the conquest of Earth. Encounter Promethean and Covenant enemies in 30 thrilling missions through jungles and cities as you seek to thwart plans to make Earth their next conquest. ,Unknown,2014-11-25 22:00:00+00:00,,0,1,5181,0.0,5.0,4.0,0.0,0.0,0.0,True,2.99
9MW9469V91LM,Hollow Knight: Voidheart Edition,Team Cherry,Team Cherry,"Descend into the world of Hollow Knight! The award winning action adventure of insects and heroes. Explore twisting caverns, ancient cities and deadly wastes. Battle tainted creatures and befriend bizarre bugs. Uncover ancient history and solve the mysteries buried at the kingdom's heart.",Unknown,2018-09-25 17:00:00+00:00,,97,384,25201,4.6,4.7,4.7,0.0,0.0,0.0,True,14.99
9P8XJRLCLH2P,Moonlighter,11 bit studios,Digital Sun,"Moonlighter is an Action RPG with rogue-lite elements that demonstrates two sides of the coin – revealing everyday routines of Will, an adventurous shopkeeper that secretly dreams of becoming a hero.",Unknown,2018-05-29 13:00:00+00:00,,1,10,3527,3.0,4.2,3.7,0.0,0.0,0.0,True,19.99
9NS84HCWZD8B,Rise of Nations: Extended Edition,Microsoft Studios,Big Huge Games & SkyBox Labs,"Join the over 2 million Rise of Nations fans. Master 6,000 years of history, from the Ancient Age to the Information Age. What forces will you wield to lead your nation to global prominence? Trade, espionage, diplomacy…war? Whichever path you choose, you’ll discover the pulse-pounding thrill and speed of real-time strategy gaming combined with the epic scope and depth of turn-based strategy games – brought together for the first time ever in Rise of Nations.",Unknown,2017-09-14 17:00:00+00:00,,0,3,2613,0.0,5.0,3.5,0.0,0.0,0.0,True,4.99
C0N22P73QZ60,Dead by Daylight,Behaviour Interactive Inc.,Behaviour Interactive Inc.,"Trapped forever in a realm of eldritch evil where even death is not an escape, four determined Survivors face a bloodthirsty Killer in a vicious game of nerve and wits. Pick a side and step into a world of tension and terror with horror gaming's best asymmetrical multiplayer.",Unknown,2017-06-20 00:00:00+00:00,,91,284,30220,3.1,3.1,3.3,0.0,0.0,0.0,True,11.99
C37XBX7DCBZ0,Descenders,No More Robots,RageSquid,"Descenders is extreme downhill freeriding for the modern era, with procedurally generated worlds, and where mistakes have real consequences. Will you lead your team to glory and become the next legendary Descender?",Unknown,2019-05-07 00:00:00+00:00,,27,102,12307,4.3,4.4,3.8,0.0,0.0,0.0,True,24.99
C4LLMHFQ1BXQ,Wolfenstein® II: The New Colossus™,Bethesda Softworks,MachineGames,"America, 1961. The assassination of Nazi General Deathshead was a short-lived victory. The Nazis maintain their stranglehold on the world. You are BJ Blazkowicz, aka “Terror-Billy,” member of the Resistance, scourge of the Nazi empire, and humanity’s last hope for liberty. Only you have the guns and gumption to return stateside, kill every Nazi in sight, and spark the second American Revolution.",Unknown,2017-10-27 00:00:00+00:00,,5,31,5894,3.6,4.4,4.0,0.0,0.0,0.0,True,5.99
9NBLGGH4VXPM,The Walking Dead: A New Frontier,Telltale Games,Telltale Games,,Unknown,2016-12-22 03:30:15.814336200+00:00,,2,15,1518,5.0,4.6,3.8,0.0,0.0,0.0,False,0.0
BQMVWCMB8P59,Prey,Bethesda Softworks,Arkane Studios,"In Prey, you are the subject of an experiment but things have gone terribly wrong. Your ability to survive a hostile alien onslaught will depend on your wits, weapons, and newfound abilities.",Unknown,2017-05-05 00:00:00+00:00,,10,49,6717,4.1,4.4,4.4,0.0,0.0,0.0,True,5.99
C3KLDKZBHNCZ,Fallout 4,Bethesda Softworks,Bethesda Game Studios,"From Bethesda Game Studios, the award-winning creators of Starfield and The Elder Scrolls V: Skyrim, comes Fallout 4. A landmark in open-world RPG design and winner of over 200 ‘Best Of’ honors, including the DICE and BAFTA Game of the Year.

You are the sole survivor of Vault 111, emerging into a world reduced to ash by nuclear war. Every moment is a battle for survival, every decision shapes the future. Rebuild, reshape, and reclaim the Wasteland—your way.

Welcome home.",Unknown,2015-11-10 00:00:00+00:00,,202,571,135855,3.0,2.8,4.5,0.0,0.0,0.0,True,7.99
C2XNJC9WK15X,The Walking Dead: Michonne - The Complete Season,Skybound Games,Telltale Games,"The Walking Dead: Michonne - A Telltale Miniseries stars the iconic, blade-wielding character from Robert Kirkman's best-selling comic books. Haunted by her past, and coping with unimaginable loss and regret, the story explores Michonne's absence between issues #126 and #139 of the comic book.",Unknown,2016-02-23 00:00:00+00:00,,1,5,2840,2.0,4.4,4.4,0.0,0.0,0.0,True,14.99
9P1HXTHZ28CB,Crackdown 3: Campaign,Xbox Game Studios,Sumo Digital Ltd.,Time to step up your boom to stop crime as a super-powered Agent in Crackdown 3’s sandbox of mayhem and destruction. ,Unknown,2019-02-15 00:00:00+00:00,,2,13,1849,4.5,3.1,3.2,0.0,0.0,0.0,False,0.0
9NBLGGH4VXRW,The Walking Dead: Season 1,Telltale Games,Telltale Games,"Play as Lee Everett, a convicted criminal, who has been given a second chance at life in a world devastated by the undead. With corpses returning to life and survivors stopping at nothing to maintain their own safety, protecting an orphaned girl named Clementine may offer him redemption in a world gone to hell. Experience events, meet people and visit locations that foreshadow the story of Deputy Sheriff Rick Grimes.",Unknown,2017-02-23 18:52:15.417966300+00:00,,1,2,1827,4.0,4.5,4.4,0.0,0.0,0.0,False,14.99
C2DQXX0CB42F,The Walking Dead: Season Two,Skybound Games,Telltale Games,"Experience what it’s like to play as Clementine, meet new survivors, explore new locations and make gruesome decisions in this five-part game series of choice and consequence.",Unknown,2014-10-21 00:00:00+00:00,,3,11,10566,5.0,5.0,4.6,0.0,0.0,0.0,True,14.99
9N5JRWWGMS1R,ARK: Ultimate Survivor Edition,Studio Wildcard,Studio Wildcard,"Experience everything that the ARK franchise has to offer in this definitive collection! With thousands of hours of unique content in an eons-spanning saga, you'll tame and ride primeval creatures as you explore savage lands, team up with other players to compete in epic tribal battles, and travel together on the greatest dinosaur-filled adventure of all time!",Unknown,2021-05-27 00:00:00+00:00,,4,12,2156,4.0,4.0,3.5,0.0,0.0,0.0,True,34.99
BW85KQB8Q31M,Ori and the Blind Forest: Definitive Edition,Xbox Game Studios,Moon Studios,"The forest of Nibel is dying. After a powerful storm sets a series of devastating events in motion, Ori must journey to find courage and confront a dark nemesis to save the forest of Nibel. Experience a visually stunning, hand-crafted adventure with a deeply emotional story in the Definitive Edition of Ori and the Blind Forest from Moon Studios.",Unknown,2016-03-11 00:00:00+00:00,,7,27,11702,3.9,4.3,4.6,0.0,0.0,0.0,True,4.99
C4Z7QM8FSXM2,Hellblade: Senua's Sacrifice,Ninja Theory Ltd,Ninja Theory Ltd,"From the makers of Heavenly Sword, Enslaved: Odyssey to the West, and DmC: Devil May Cry, comes a warrior’s brutal journey into myth and madness.

Set in the Viking age, a broken Celtic warrior embarks on a haunting vision quest into Viking Hell to fight for the soul of her dead lover. 

Created in collaboration with neuroscientists and people who experience psychosis, Hellblade: Senua’s Sacrifice will pull you deep into Senua’s mind.",Unknown,2018-04-11 00:00:00+00:00,,19,58,23978,4.5,4.3,4.5,0.0,0.0,0.0,True,7.49
BPK4ZKFCFL5G,Halo: The Master Chief Collection,Microsoft Studios,343 Industries,"Six games, one epic saga. The Master Chief's entire story is brought together and optimized for Xbox Series X|S. : Featuring Halo: Reach, Halo: Combat Evolved Anniversary, Halo 2: Anniversary, Halo 3, Halo 3: ODST Campaign, and Halo 4, this is the definitive Halo experience. ",Unknown,2014-11-11 00:00:00+00:00,,15,75,53693,4.9,4.4,4.4,0.0,0.0,0.0,False,0.0
BPNDKQN84N6L,Quantum Break,Xbox Game Studios,Remedy Entertainment,"A blockbuster game with time-amplified action and a suspenseful storyline brought to life in a way never done before by fusing gameplay and a gripping live action show. Time itself becomes fractured in a time travel experiment, Jack Joyce fights the secretive Monarch Solutions to put things right before it’s too late. The actions you take and choices you make shape your experience in the show, creating a new and unique entertainment experience.",Unknown,2016-04-05 00:00:00+00:00,,20,63,67336,4.2,4.4,4.3,0.0,0.0,0.0,True,7.99
C3QH42WRGM3R,DOOM,Bethesda Softworks,id Software,"Now includes all three premium DLC packs (Unto the Evil, Hell Followed, and Bloodfall), maps, modes, and weapons, as well as all feature updates including Arcade Mode, Photo Mode, and the latest Update 6.66, which brings further multiplayer improvements as well as revamps multiplayer progression. Developed by id Software, the studio that pioneered the first-person shooter genre and created multiplayer Deathmatch, DOOM returns as a brutally fun and challenging modern-day shooter experience.",Unknown,2016-05-13 00:00:00+00:00,,15,44,21646,5.0,4.9,4.7,0.0,0.0,0.0,True,3.99
BR27BSZ2M3SR,RAGE,Bethesda Softworks,id Software,"Rule the Wasteland in RAGE - the new title from the Inventors of the First-Person Shooter, id Software.",Unknown,2011-10-04 00:00:00+00:00,,2,16,1585,3.5,4.8,4.3,0.0,0.0,0.0,True,3.99
9P3PL76N0KWZ,Rush: A DisneyPixar Adventure,Xbox Game Studios,Asobo,"“Rush: A Disney•Pixar Adventure,” invites families and fans of all ages to experience the worlds of six beloved Disney•Pixar films like never before. Play cooperatively and team up with characters from “The Incredibles,” “Ratatouille,” “Up,” “Cars”, “Toy Story”, and “Finding Dory” or a friend to solve puzzles and uncover hidden secrets all remastered in 4K Ultra HD and HDR.",Unknown,2017-10-31 04:00:00+00:00,,12,40,90928,4.8,4.6,4.6,0.0,0.0,0.0,True,6.59
C29LML3XCBJZ,Ryse: Son of Rome In-Game Gold,Microsoft Studios,Crytek,"Purchase in-game gold to buy new executions, skill upgrades, and booster packs.",Unknown,2019-06-24 19:24:53.576770800+00:00,,4,17,7411,5.0,4.9,4.1,0.0,0.0,0.0,False,0.0
C4F7ZHLN6B2J,Ryse: Legendary Edition,Microsoft,Crytek,"Amidst the chaos of the late Roman Empire, become soldier Marius Titus and embark on a perilous campaign to avenge the death of your family and defend the honor of Rome. In Gladiator Mode, step into the Colosseum and fight for the glory, spectacle, and entertainment of the crowds. Legendary Edition includes full Season Pass contents, three bonus maps optimized for maximum challenge in Solo mode and a new Legionary Skin.",Unknown,2014-10-07 00:00:00+00:00,,16,53,8967,4.9,4.8,4.4,0.0,0.0,0.0,True,5.99
9NBZ9JF6TFMD,Fallout 3: Game of the Year Edition,Bethesda Softworks,Bethesda Game Studios,"Prepare for the Future™
With Fallout 3: Game of the Year Edition, experience the most acclaimed game of 2008 like never before. Create a character of your choosing and descend into an awe-inspiring, post-apocalyptic world where every minute is a fight for survival.",Unknown,2021-06-13 19:00:00+00:00,,1,5,2389,4.0,3.2,2.8,0.0,0.0,0.0,True,6.59
BSMZH25V6V46,Human Fall Flat,Curve Games,No Brakes Games,***NEW LEVELS 'HIKE' AND 'CANDYLAND' AVAILABLE NOW***,Unknown,2017-05-12 00:00:00+00:00,,8,21,11100,3.6,3.6,4.0,0.0,0.0,0.0,True,24.99
9N6Z8DQXSQWH,Disneyland Adventures,Xbox Game Studios,Asobo,"Disneyland Adventures allows children and Disney fans of all ages to explore Disneyland park in 4K Ultra HD and HDR, enjoy immersive adventures based on 18 popular attractions, engage in 100 challenging quests, and interact with 35 beloved Disney characters.  Disneyland Adventures is your ticket to the magical world of Disneyland right in your living room.",Unknown,2017-10-31 00:00:00+00:00,,3,15,51953,5.0,4.8,4.7,0.0,0.0,0.0,True,6.59
C521HDXRTS7F,Wasteland 2: Director's Cut,"Deep Silver, InXile Entertainment",InXile Entertainment,"From the Producer of the original Fallout comes Wasteland 2, the sequel to the first-ever post-apocalyptic computer RPG! With over 80 hours of gameplay, you will deck out your Ranger squad with the most devastating weaponry this side of the fallout zone, test the limits of your strategy skills, and bring justice to the wasteland - the choices are yours, but so are the consequences.",Unknown,2015-10-13 00:00:00+00:00,,1,3,3190,3.0,4.3,3.9,0.0,0.0,0.0,True,7.49
9MZ4GBWX9GND,Cities: Skylines - Remastered,Paradox Interactive,Tantalus Media,"Cities: Skylines is an award-winning, best-selling management game, now remastered for Xbox Series X|S with all of its robust city-simulation gameplay and unique charm along for the ride. ",Unknown,2023-02-15 09:00:00+00:00,,12,38,2998,3.6,4.0,3.7,0.0,0.0,0.0,True,11.99
BXBJQ1932138,theHunter: Call of the Wild™,Avalanche Studios,Expansive Worlds,"Discover an atmospheric hunting game like no other in this realistic, stunning open world – regularly updated in collaboration with the community. Immerse yourself in the single player campaign, or share the ultimate hunting experience with friends.",Unknown,2017-10-02 00:00:00+00:00,,86,384,14361,4.0,4.4,4.0,0.0,0.0,0.0,True,29.99
9PLMGFWCFZ9G,Super Lucky's Tale,Xbox Game Studios,Playful Corp.,"A delightful, playground platformer for all ages that follows Lucky, the ever-optimistic, energetic, and lovable hero, on his quest to find his inner strength and help his sister rescue the Book of Ages from Jinx.  Jinx is the scheming and mysterious villain trying to reshape the world, but for what reason?",Unknown,2017-11-07 05:00:00+00:00,,2,4,3051,4.5,4.8,4.0,0.0,0.0,0.0,False,0.0
C2Q32JM0BPZL,Fable Anniversary,Xbox Game Studios,Lionhead Studios,"Fable Anniversary is a spectacular HD remaster of the original Fable with all-new models, textures, lighting, achievements, The Lost Chapters content, and more!",Unknown,2014-01-29 00:00:00+00:00,,13,29,3245,4.8,4.7,4.3,0.0,0.0,0.0,True,13.19
C21TDXKRNMHZ,Halo Wars 2,Microsoft Studios,343 Industries / Creative Assembly,"Halo Wars 2 delivers real-time strategy at the speed of Halo combat. Get ready to lead Spartans, Warthogs and other classic Halo fighting forces in a brutal war against a terrifying new enemy on the biggest Halo battlefield ever.*

*Online multiplayer features require Game Pass Core membership (sold separately).",Unknown,2017-02-21 00:00:00+00:00,,7,31,4981,4.4,4.0,3.6,0.0,0.0,0.0,False,0.0
9PJ06TZX4NMH,Zoo Tycoon: Ultimate Animal Collection,Xbox Game Studios,Asobo ,"The wildly popular Zoo Tycoon series gets fully-remastered and set to crank up the excitement, challenge, and fun of building the ultimate zoo. Let your imagination run wild with ""Zoo Tycoon: Ultimate Animal Collection""! Build, manage, and maintain your dream zoo alone or with up to four players on Xbox LIVE.  This zoo simulation will charm animal lovers of all ages.",Unknown,2017-10-31 04:00:00+00:00,,8,34,28343,3.9,4.6,4.5,0.0,0.0,0.0,True,6.59
9NBLGGH4PBBM,Gears of War 4,Microsoft Studios,The Coalition,A new saga begins for one of the most acclaimed video game franchises in history. Supports Xbox Play Anywhere: yours to play on both Xbox One and Windows 10 PC at no additional cost.,Unknown,2016-10-11 04:00:00+00:00,,41,179,105632,4.6,4.6,4.3,0.0,0.0,0.0,True,9.99
BPRPQSKXTD1L,Halo Wars: Definitive Edition,Microsoft Studios,343 Industries / Behaviour Interactive,"Halo Wars Definitive Edition is an enhanced version of the original Halo Wars that runs natively on Xbox One and Windows 10. Halo Wars: Definitive Edition includes improved graphics, new achievements and all the DLC from the landmark game.",Unknown,2016-12-20 00:00:00+00:00,,6,20,2232,5.0,4.7,4.4,0.0,0.0,0.0,True,4.99
BZ92FB6PWXFJ,Costume Quest 2,Midnight City,Double Fine Productions,"Costume Quest 2 is the sweet sequel to Double Fine’s hit original, Costume Quest, that turned fans of all ages into candy obsessed crusaders.  Explore spooky time-traversing landscapes, don adorable new costumes that transform into powerful Hallo-warriors, and collect even Creepier Treat Cards to wield in combat against a legion of hygiene obsessed baddies. Only heroic siblings Wren and Reynold can save Halloween forever!",Unknown,2014-10-29 00:00:00+00:00,,1,4,4192,5.0,4.8,3.7,0.0,0.0,0.0,True,14.99
C4HXGZ1X0881,State of Decay: Year-One Survival Edition,Xbox Game Studios,Undead Labs,"Enjoy State of Decay, Add-Ons’ Breakdown and Lifeline, new gameplay and all-new content, all in stunning 1080p.",Unknown,2015-04-28 00:00:00+00:00,,1,4,6791,5.0,4.0,4.5,0.0,0.0,0.0,True,3.99
9NBLGGH1Z6FQ,ReCore,Xbox Game Studios,"Comcept Inc., Armature Studio LLC","From legendary creator Keiji Inafune and the makers of Metroid Prime comes the “ReCore Definitive Edition”, an action-adventure masterfully crafted for a new generation.
 
As one of the last remaining humans, forge friendships with courageous robotic companions and lead them on an epic adventure through a mysterious dynamic world.
 
Includes the new “Eye of Obsidian” adventure and “T8-NK” Corebot frame!",Unknown,2016-09-13 04:00:00+00:00,,6,24,22233,3.0,3.5,4.2,0.0,0.0,0.0,True,4.99
BSJG7TTSWVJ2,Banjo-Kazooie,Microsoft Studios,4J Studios Ltd.,"(Online Interactions Not Rated by the ESRB) Since 1998 you’ve been waiting for this moment. Your chance again to stop Gruntilda the mightily ugly witch from turning Banjo's cute sister, Tooty, into a monster. This is Banjo-Kazooie, the first adventure. Now lovingly enhanced and packed full of its original platforming goodness. All the worlds, all the Jiggies and even the legendary Stop N Swop gameplay if you own Banjo-Kazooie: Nuts and Bolts. Marvelous.",Unknown,2010-01-11 00:00:00+00:00,,2,5,1448,5.0,5.0,4.5,0.0,0.0,0.0,True,14.99
BVR64CDJ01FJ,Banjo Kazooie: N n B,Microsoft Game Studios,Rare,The heroic bear and bird return at last to defend Spiral Mountain from their nemesis Gruntilda. Groundbreaking vehicular platforming awaits in wild new worlds packed with features and faces old and new. Build awe-inspiring vehicles and tackle the Jiggy challenges in any way you see fit!,Unknown,2010-08-03 00:00:00+00:00,,2,4,1033,4.0,3.5,3.8,0.0,0.0,0.0,True,14.99
BX27S00SKW1V,Banjo-Tooie,Microsoft Studios,4J Studios,The bear and bird’s second outing available in full. Loads of rollicking fun to be had here and with the legendary Stop 'N' Swap feature reinstated. The best use of a backpack in a game ever!,Unknown,2010-06-23 00:00:00+00:00,,2,2,778,5.0,5.0,4.3,0.0,0.0,0.0,True,14.99
BR46KM4D5B9L,Fable III,Xbox Game Studios,Lionhead Studios,"Fable III is the next blockbuster installment in the highly praised Fable franchise. Lead a revolution to take control of Albion, fight alongside your people, and experience love and loss while preparing to defend the kingdom against a looming threat. Your choices as ruler will lead to consequences felt across the entire land.",Unknown,2010-10-25 00:00:00+00:00,,3,27,4093,5.0,4.6,4.3,0.0,0.0,0.0,True,6.59
C2P985H1H42H,Fuzion Frenzy®,Microsoft,"Blitz Games, Ltd.","Players: 1-4, Multiplayer Versus. GAME-PLAY ALERT: This game has been fully tested to successfully play on your Xbox 360 console. However, in some cases, you may see some minor irregularities with audio/video for brief periods. For more details, see www.xbox.com/xboxoriginals. Fuzion Frenzy® combines the continuous, frenetic action of a futuristic street sport with the action-packed fun of mini-games set in a dynamic 3-D urban environment. Six arenas and more than 45 mini-games provide plenty …",Unknown,2001-09-23 00:00:00+00:00,,4,17,1093,4.5,4.6,4.5,0.0,0.0,0.0,True,2.49
9P8PS6993LSL,Gears of War: Reloaded,Xbox Game Studios,The Coalition,"The iconic original, faithfully remastered.",Unknown,2025-08-26 00:00:00+00:00,,22,133,5138,3.1,3.2,3.3,0.0,0.0,0.0,True,19.99
C1SDBNRFXT1D,Gears of War 2,Microsoft Game Studios,"Epic Games, Inc.","Winter approaches. War rages on. Entire cities are sinking, swallowed by a new threat from below. Soon humanity will have nothing left to defend. Only one option remains: an all-out attack on the Locust Horde.• HD Gaming’s New StandardInnovative controls and unmatched intensity made Gears of War® one of the best-selling Xbox 360® games ever. Breakthrough advances in Unreal® Engine 3 raise the bar again.• A Blockbuster ExperienceUse enemies as shields, fight chainsaw duels, and dis…",Unknown,2010-10-12 00:00:00+00:00,,16,47,7032,4.7,4.2,4.4,0.0,0.0,0.0,True,5.99
BPKDQSSFQ9WV,Gears of War 3,Microsoft Studios,"Epic Games, Inc","“Gears of War 3” is the spectacular conclusion to one of the most memorable and celebrated sagas in videogames. Developed by Epic Games exclusively for Xbox 360, “Gears of War 3” plunges players into a harrowing tale of hope, survival and brotherhood.",Unknown,2012-03-27 00:00:00+00:00,,13,46,10477,4.7,4.8,4.7,0.0,0.0,0.0,True,5.99
BQT21VXFS52F,Gears of War: Ultimate Edition,Microsoft Studios,The Coalition,"This version is only available in Xbox Game Pass. Purchase the Deluxe Version of Gears of War: Ultimate Edition for the equivalent price. See it in the “Included in” section below.

The landmark original Gears of War returns, stunningly remastered and modernized for Xbox One. ",Unknown,2015-08-25 00:00:00+00:00,,2,9,30719,5.0,5.0,4.5,0.0,0.0,0.0,False,0.0
BRRC2BP0G9P0,Halo 5: Guardians,Microsoft Studios,343 Industries,"Halo 5: Guardians delivers epic multiplayer experiences that span multiple modes, full-featured level building tools, and the most dramatic Halo story to date. With multiple massive FREE content releases since launch, Halo 5: Guardians offers more content, more multiplayer mayhem, and more variety than any Halo ever released!

*Online multiplayer requires Xbox Live Gold membership (sold separately)",Unknown,2015-10-27 00:00:00+00:00,,12,46,75296,4.1,4.1,4.2,0.0,0.0,0.0,True,4.99
BV0K9LMLQ9W5,Halo: Spartan Assault,Microsoft Studios,Vanguard Games,"Halo: Spartan Assault is a fast paced top-down shooter set during the timeline between “Halo 3” and “Halo 4,” progress your Spartan career as you engage in over 30 exciting Campaign missions using many  of favorite Halo weapons, vehicles and armor abilities.

Team-up on Xbox Live and fight with a friend against waves of the nightmarish Flood in the all-new online co-op multiplayer mode.",Unknown,2013-12-23 00:00:00+00:00,,1,3,19253,5.0,3.0,3.6,0.0,0.0,0.0,True,4.99
